trade_id,entry_time,exit_time,direction,verdict,gross_r,net_r,comm_r
2489,2025-10-01T12:15:00+00:00,2025-10-01T16:00:28.089000,LONG,SL,-1.0,-1.0127,0.0127
2490,2025-10-02T12:24:00+00:00,2025-10-02T13:15:51.149000,SHORT,TP,1.4,1.3515,0.0485
2491,2025-10-03T16:18:00+00:00,2025-10-03T18:57:16.642000,SHORT,BE_STOP,0.0,-0.05,0.05
2492,2025-10-07T19:00:00+00:00,2025-10-07T19:09:02.273000,SHORT,BE_STOP,0.0,-0.1389,0.1389
2493,2025-10-08T16:06:00+00:00,2025-10-08T16:41:49.022000,SHORT,BE_STOP,0.0,-0.0926,0.0926
2494,2025-10-09T13:18:00+00:00,2025-10-09T14:26:31.789000,SHORT,TP,1.4,1.3713,0.0287
2495,2025-10-10T15:00:00+00:00,2025-10-10T15:08:32.230000,LONG,TP,1.4,1.3664,0.0336
2496,2025-10-13T11:00:00+00:00,2025-10-13T11:33:35.936000,LONG,SL,-1.0,-1.0446,0.0446
2497,2025-10-14T12:03:00+00:00,2025-10-14T12:33:43.739000,LONG,BE_STOP,0.0,-0.0538,0.0538
2498,2025-10-15T11:30:00+00:00,2025-10-15T12:03:51.398000,SHORT,BE_STOP,0.0,-0.0602,0.0602
2499,2025-10-16T14:15:00+00:00,2025-10-16T15:32:21.902000,LONG,BE_STOP,0.0,-0.0345,0.0345
2500,2025-10-20T13:15:00+00:00,2025-10-20T14:15:47.617000,SHORT,SL,-1.0,-1.0714,0.0714
2501,2025-10-21T12:57:00+00:00,2025-10-21T13:24:25.841000,LONG,BE_STOP,0.0,-0.0485,0.0485
2502,2025-10-22T11:39:00+00:00,2025-10-22T12:06:10.010000,SHORT,SL,-1.0,-1.0704,0.0704
2503,2025-10-23T12:03:00+00:00,2025-10-23T12:45:41.115000,LONG,TP,1.4,1.3219,0.0781
2504,2025-10-24T13:18:00+00:00,2025-10-24T14:11:47.007000,SHORT,BE_STOP,0.0,-0.0331,0.0331
2505,2025-10-27T18:00:00+00:00,2025-10-27T23:29:00.366000,SHORT,SL,-1.0,-1.0282,0.0282
2506,2025-10-28T11:06:00+00:00,2025-10-28T11:19:11.184000,SHORT,BE_STOP,0.0,-0.0909,0.0909
2507,2025-10-29T14:18:00+00:00,2025-10-29T15:37:29.952000,LONG,TP,1.4,1.351,0.049
2508,2025-10-30T12:00:00+00:00,2025-10-30T12:20:51.820000,SHORT,TP,1.4,1.2837,0.1163
